Durchgang;flaechen_ID;art;deckung;gesamtbluetendeckung;anzahl
4;RLP-WIT-REF-P9;Crepis capillaris;1;1;
4;RLP-WIT-REF-P9;Daucus carota;3;1;
4;RLP-WIT-REF-P9;Hypochaeris radicata;1;1;
4;RLP-WIT-REF-P9;Plantago lanceolata;2;1;
4;RLP-WIT-REF-P9;Trifolium pratense;2;1;
4;RLP-WIT-REF-P9;Tripleurospermum perforatum;1;1;
5;HE-BV-AFS-P0; ;NA;0;
5;HE-BV-AFS-P1;Agrimonia eupatoria;0;1;
5;HE-BV-AFS-P1;Cirsium arvense;3;1;
5;HE-BV-AFS-P1;Lactuca serriola;1;1;
5;HE-BV-AFS-P1;Lamium album;1;1;
5;HE-BV-AFS-P1;Tanacetum vulgare;2;1;
5;HE-BV-AFS-P2; ;NA;0;
5;HE-BV-AFS-P3;Agrimonia eupatoria;1;1;
5;HE-BV-AFS-P3;Cirsium arvense;3;1;
5;HE-BV-AFS-P3;Cornus sanguinea;1;1;
5;HE-BV-AFS-P3;Daucus carota;1;1;
5;HE-BV-AFS-P3;Erigeron canadensis;1;1;
5;HE-BV-AFS-P3;Lactuca serriola;1;1;
5;HE-BV-AFS-P3;Lamium album;1;1;
5;HE-BV-AFS-P3;Torilis japonica;1;1;
5;HE-BV-AFS-P3;Tripleurospermum perforatum;1;1;
5;HE-BV-AFS-P4; ;NA;0;
5;HE-BV-AFS-P5;Agrimonia eupatoria;1;1;
5;HE-BV-AFS-P5;Cirsium arvense;3;1;
5;HE-BV-AFS-P5;Mitgenommen ;3;1;
5;HE-BV-AFS-P5;Tripleurospermum perforatum;2;1;
5;HE-BV-AFS-P6; ;NA;0;
5;HE-BV-REF-P10; ;NA;0;
5;HE-BV-REF-P11; ;NA;0;
5;HE-BV-REF-P12; ;NA;0;
5;HE-BV-REF-P7; ;NA;0;
5;HE-BV-REF-P8; ;NA;0;
5;HE-BV-REF-P9; ;NA;0;
5;RLP-KW-AFS-P1;Cirsium arvense;3;1;
5;RLP-KW-AFS-P1;Rumex crispus;1;1;
5;RLP-KW-AFS-P2;Plantago lanceolata;1;1;
5;RLP-KW-AFS-P2;Rumex crispus;2;1;
5;RLP-KW-AFS-P2;Trifolium repens;3;1;
5;RLP-KW-AFS-P2;Veronica persica;1;1;
5;RLP-KW-AFS-P3;Cirsium arvense;3;0;
5;RLP-KW-AFS-P4;Cirsium arvense;1;1;
5;RLP-KW-AFS-P4;Trifolium repens;3;1;
5;RLP-KW-AFS-P4;Veronica persica;2;1;
5;RLP-KW-AFS-P5;Cirsium arvense;3;1;
5;RLP-KW-AFS-P5;Medicago sativa;1;1;
5;RLP-KW-AFS-P5;Rumex crispus;2;1;
5;RLP-KW-AFS-P6;Cirsium arvense;1;1;
5;RLP-KW-AFS-P6;Rumex crispus;1;1;
5;RLP-KW-AFS-P6;Trifolium repens;3;1;
5;RLP-KW-REF-P10;Carduus crispus;3;0;
5;RLP-KW-REF-P10;Lactuca serriola;1;0;
5;RLP-KW-REF-P10;Sinapis arvense;2;0;
5;RLP-KW-REF-P11;Lactuca serriola;2;0;
5;RLP-KW-REF-P11;Rumex obtusifolius;1;0;
5;RLP-KW-REF-P11;Sinapis arvense;2;0;
5;RLP-KW-REF-P11;Sonchus asper;1;0;
5;RLP-KW-REF-P11;Veronica persica;2;0;
5;RLP-KW-REF-P12;Lactuca serriola;1;0;
5;RLP-KW-REF-P12;Rumex crispus;1;0;
5;RLP-KW-REF-P12;Sinapis arvense;1;0;
5;RLP-KW-REF-P12;Trifolium pratense;0;0;
5;RLP-KW-REF-P12;Trifolium repens;3;0;
5;RLP-KW-REF-P12;Tripleurospermum perforatum;1;0;
5;RLP-KW-REF-P12;Veronica persica;1;0;
5;RLP-KW-REF-P7;Raphanus raphanistrum;0;1;
5;RLP-KW-REF-P7;Rubus caesius;0;1;
5;RLP-KW-REF-P7;Sinapis arvense;1;1;
5;RLP-KW-REF-P7;Trifolium pratense;2;1;
5;RLP-KW-REF-P7;Trifolium repens;3;1;
5;RLP-KW-REF-P7;Tripleurospermum perforatum;1;1;
5;RLP-KW-REF-P8;Carduus crispus;1;1;
5;RLP-KW-REF-P8;Lactuca serriola;2;1;
5;RLP-KW-REF-P8;Sinapis arvense;1;1;
5;RLP-KW-REF-P8;Sonchus asper;1;1;
5;RLP-KW-REF-P8;Trifolium repens;2;1;
5;RLP-KW-REF-P9;Carduus crispus;1;1;
5;RLP-KW-REF-P9;Rumex crispus;1;1;
5;RLP-KW-REF-P9;Sinapis arvense;1;1;
5;HE-WI-AFS-P1;Physalis alkekengi;0;2;
5;HE-WI-AFS-P1;Borago officinalis;1;2;
5;HE-WI-AFS-P1;Carduus crispus;1;2;
5;HE-WI-AFS-P1;Cichorium intybus;1;2;
5;HE-WI-AFS-P1;Convolvulus arvensis;1;2;
5;HE-WI-AFS-P1;Crepis capillaris;0;2;
5;HE-WI-AFS-P1;Daucus carota;1;2;
5;HE-WI-AFS-P1;Epilobium hirsutum;2;2;
5;HE-WI-AFS-P1;Galium mollugo;1;2;
5;HE-WI-AFS-P1;Geum urbanum;1;2;
5;HE-WI-AFS-P1;Lavandula angustifolia;1;2;
5;HE-WI-AFS-P1;Malva sylvestris;1;2;
5;HE-WI-AFS-P1;Medicago sativa;2;2;
5;HE-WI-AFS-P1;Melissa officinalis;2;2;
5;HE-WI-AFS-P1;Mentha aquatica;2;2;
5;HE-WI-AFS-P1;Mentha spicata;2;2;
5;HE-WI-AFS-P1;Nepeta racemosa;1;2;
5;HE-WI-AFS-P1;Ranunculus acris;1;2;
5;HE-WI-AFS-P1;Rosa spec.;1;2;
5;HE-WI-AFS-P1;Rosa spec. ;1;2;
5;HE-WI-AFS-P1;Salvia officinalis;1;2;
5;HE-WI-AFS-P1;Solidago canadensis;1;2;
5;HE-WI-AFS-P1;Symphytum officinale;1;2;
5;HE-WI-AFS-P1;Taraxacum sectio Ruderalia;0;2;
5;HE-WI-AFS-P1;Urtica dioica;0;2;
5;HE-WI-AFS-P2;Erigeron annuus subsp. strigosus;1;2;
5;HE-WI-AFS-P2;Cucurbita moschata;2;2;
5;HE-WI-AFS-P2;Cucurbita maxima;1;2;
5;HE-WI-AFS-P2;Cucurbita pepo;1;2;
5;HE-WI-AFS-P2;Achillea millefolium;1;2;
5;HE-WI-AFS-P2;Bellis perennis;1;2;
5;HE-WI-AFS-P2;Carduus acanthoides;1;2;
5;HE-WI-AFS-P2;Carduus crispus;1;2;
5;HE-WI-AFS-P2;Cichorium intybus;0;2;
5;HE-WI-AFS-P2;Crepis capillaris;2;2;
5;HE-WI-AFS-P2;Daucus carota;2;2;
5;HE-WI-AFS-P2;Galium mollugo;1;2;
5;HE-WI-AFS-P2;Lactuca serriola;2;2;
5;HE-WI-AFS-P2;Medicago sativa;1;2;
5;HE-WI-AFS-P2;Plantago lanceolata;1;2;
5;HE-WI-AFS-P2;Ranunculus acris;0;2;
5;HE-WI-AFS-P2;Rumex obtusifolius;1;2;
5;HE-WI-AFS-P2;Sonchus asper;2;2;
5;HE-WI-AFS-P2;Sonchus oleraceus;1;2;
5;HE-WI-AFS-P2;Taraxacum sectio Ruderalia;1;2;
5;HE-WI-AFS-P2;Trifolium pratense;1;2;
5;HE-WI-AFS-P2;Trifolium repens;1;2;
5;HE-WI-AFS-P2;Veronica persica;1;2;
5;HE-WI-AFS-P3;Bellis perennis;0;1;
5;HE-WI-AFS-P3;Borago officinalis;2;1;
5;HE-WI-AFS-P3;Convolvulus arvensis;3;1;
5;HE-WI-AFS-P3;Crepis capillaris;1;1;
5;HE-WI-AFS-P3;Epilobium hirsutum;0;1;
5;HE-WI-AFS-P3;Galium mollugo;1;1;
5;HE-WI-AFS-P3;Medicago sativa;2;1;
5;HE-WI-AFS-P3;Mentha aquatica;2;1;
5;HE-WI-AFS-P3;Sonchus asper;1;1;
5;HE-WI-AFS-P3;Sonchus oleraceus;0;1;
5;HE-WI-AFS-P3;Symphytum officinale;2;1;
5;HE-WI-AFS-P3;Urtica dioica;1;1;
5;HE-WI-AFS-P3;Veronica persica;1;1;
5;HE-WI-AFS-P4;Jacobaea vulgaris;1;1;
5;HE-WI-AFS-P4;Achillea millefolium;2;1;
5;HE-WI-AFS-P4;Bellis perennis;1;1;
5;HE-WI-AFS-P4;Carduus crispus;2;1;
5;HE-WI-AFS-P4;Cirsium arvense;1;1;
5;HE-WI-AFS-P4;Convolvulus arvensis;2;1;
5;HE-WI-AFS-P4;Crepis capillaris;1;1;
5;HE-WI-AFS-P4;Erigeron canadensis;1;1;
5;HE-WI-AFS-P4;Medicago sativa;2;1;
5;HE-WI-AFS-P4;Plantago lanceolata;2;1;
5;HE-WI-AFS-P4;Silene latifolia;1;1;
5;HE-WI-AFS-P4;Trifolium repens;1;1;
5;HE-WI-AFS-P4;Veronica persica;1;1;
5;HE-WI-AFS-P5;Allium schoenoprasum;1;2;
5;HE-WI-AFS-P5;Artemisia vulgaris;0;2;
5;HE-WI-AFS-P5;Borago officinalis;2;2;
5;HE-WI-AFS-P5;Buddleja davidii;1;2;
5;HE-WI-AFS-P5;Centaurea jacea;0;2;
5;HE-WI-AFS-P5;Chenopodium hybridum;0;2;
5;HE-WI-AFS-P5;Convolvulus arvensis;1;2;
5;HE-WI-AFS-P5;Crepis capillaris;0;2;
5;HE-WI-AFS-P5;Cucurbita pepo;1;2;
5;HE-WI-AFS-P5;Cucurbita spec. ;0;2;
5;HE-WI-AFS-P5;Cynara cardunculus var. scolymus;1;2;
5;HE-WI-AFS-P5;Epilobium hirsutum;2;2;
5;HE-WI-AFS-P5;Melissa officinalis;2;2;
5;HE-WI-AFS-P5;Mentha spicata;2;2;
5;HE-WI-AFS-P5;Raphanus raphanistrum;0;2;
5;HE-WI-AFS-P5;Ridolfia segetum;0;2;
5;HE-WI-AFS-P5;Salvia officinalis;1;2;
5;HE-WI-AFS-P5;Solanum lycopersicum;1;2;
5;HE-WI-AFS-P5;Solanum melongena;1;2;
5;HE-WI-AFS-P5;Solanum nigrum;1;2;
5;HE-WI-AFS-P5;Solanum tuberosum;1;2;
5;HE-WI-AFS-P5;Trifolium repens;0;2;
5;HE-WI-AFS-P5;Vicia faba;1;2;
5;HE-WI-AFS-P6;Jacobaea vulgaris;0;1;
5;HE-WI-AFS-P6;Bellis perennis;1;1;
5;HE-WI-AFS-P6;Carduus crispus;1;1;
5;HE-WI-AFS-P6;Cichorium intybus;1;1;
5;HE-WI-AFS-P6;Convolvulus arvensis;0;1;
5;HE-WI-AFS-P6;Crepis capillaris;2;1;
5;HE-WI-AFS-P6;Cucurbita moschata;3;1;
5;HE-WI-AFS-P6;Daucus carota;1;1;
5;HE-WI-AFS-P6;Dipsacus fullonum;0;1;
5;HE-WI-AFS-P6;Erigeron annuus;1;1;
5;HE-WI-AFS-P6;Geranium dissectum;0;1;
5;HE-WI-AFS-P6;Medicago sativa;1;1;
5;HE-WI-AFS-P6;Origanum vulgare;0;1;
5;HE-WI-AFS-P6;Plantago lanceolata;0;1;
5;HE-WI-AFS-P6;Senecio inaequidens;0;1;
5;HE-WI-AFS-P6;Tripleurospermum perforatum;1;1;
5;HE-WI-AFS-P6;Veronica persica;1;1;
5;HE-WI-REF-P10;Cucurbita maxima;2;1;
5;HE-WI-REF-P10;Achillea millefolium;2;1;
5;HE-WI-REF-P10;Bellis perennis;1;1;
5;HE-WI-REF-P10;Chenopodium hybridum;1;1;
5;HE-WI-REF-P10;Cirsium arvense;2;1;
5;HE-WI-REF-P10;Convolvulus arvensis;2;1;
5;HE-WI-REF-P10;Erigeron canadensis;1;1;
5;HE-WI-REF-P10;Geum urbanum;1;1;
5;HE-WI-REF-P10;Medicago sativa;3;1;
5;HE-WI-REF-P10;Trifolium pratense;1;1;
5;HE-WI-REF-P11;Cucurbita pepo;1;1;
5;HE-WI-REF-P11;Cucurbita maxima ;3;1;
5;HE-WI-REF-P11;Bellis perennis;0;1;
5;HE-WI-REF-P11;Convolvulus arvensis;3;1;
5;HE-WI-REF-P11;Crepis capillaris;1;1;
5;HE-WI-REF-P11;Geranium dissectum;0;1;
5;HE-WI-REF-P11;Malva sylvestris;1;1;
5;HE-WI-REF-P11;Medicago sativa;1;1;
5;HE-WI-REF-P11;Rumex obtusifolius;1;1;
5;HE-WI-REF-P11;Veronica persica;1;1;
5;HE-WI-REF-P12;Cucurbita pepo;0;1;
5;HE-WI-REF-P12;Cucurbita maxima;2;1;
5;HE-WI-REF-P12;Cirsium arvense;1;1;
5;HE-WI-REF-P12;Convolvulus arvensis;3;1;
5;HE-WI-REF-P12;Crepis capillaris;2;1;
5;HE-WI-REF-P12;Galium mollugo;1;1;
5;HE-WI-REF-P12;Medicago sativa;2;1;
5;HE-WI-REF-P12;Papaver rhoeas;1;1;
5;HE-WI-REF-P12;Sonchus asper;0;1;
5;HE-WI-REF-P12;Sonchus oleraceus;1;1;
5;HE-WI-REF-P12;Trifolium pratense;0;1;
5;HE-WI-REF-P12;Veronica persica;1;1;
5;HE-WI-REF-P7;Cucurbita maxima;2;2;
5;HE-WI-REF-P7;Achillea millefolium;2;2;
5;HE-WI-REF-P7;Bellis perennis;1;2;
5;HE-WI-REF-P7;Capsella bursa-pastoris;0;2;
5;HE-WI-REF-P7;Carduus crispus;2;2;
5;HE-WI-REF-P7;Chenopodium hybridum;2;2;
5;HE-WI-REF-P7;Chenopodium album;2;2;
5;HE-WI-REF-P7;Cirsium arvense;1;2;
5;HE-WI-REF-P7;Convolvulus arvensis;1;2;
5;HE-WI-REF-P7;Daucus carota;2;2;
5;HE-WI-REF-P7;Dipsacus fullonum;0;2;
5;HE-WI-REF-P7;Malva sylvestris;1;2;
5;HE-WI-REF-P7;Medicago sativa;2;2;
5;HE-WI-REF-P7;Rumex obtusifolius;1;2;
5;HE-WI-REF-P7;Trifolium repens;2;2;
5;HE-WI-REF-P8;Cucurbita maxima;2;1;
5;HE-WI-REF-P8;Bellis perennis;1;1;
5;HE-WI-REF-P8;Chenopodium hybridum;1;1;
5;HE-WI-REF-P8;Chenopodium album;2;1;
5;HE-WI-REF-P8;Cirsium arvense;0;1;
5;HE-WI-REF-P8;Convolvulus arvensis;1;1;
5;HE-WI-REF-P8;Medicago sativa;2;1;
5;HE-WI-REF-P8;Mercurialis annua;0;1;
5;HE-WI-REF-P8;Rumex obtusifolius;1;1;
5;HE-WI-REF-P8;Trifolium repens;1;1;
5;HE-WI-REF-P8;Veronica persica;0;1;
5;HE-WI-REF-P9;Cucurbita maxima;1;2;
5;HE-WI-REF-P9;Capsella bursa-pastoris;1;2;
5;HE-WI-REF-P9;Carduus crispus;1;2;
5;HE-WI-REF-P9;Chenopodium hybridum;0;2;
5;HE-WI-REF-P9;Chenopodium album;3;2;
5;HE-WI-REF-P9;Convolvulus arvensis;2;2;
5;HE-WI-REF-P9;Crepis capillaris;1;2;
5;HE-WI-REF-P9;Erigeron annuus;1;2;
5;HE-WI-REF-P9;Erigeron canadensis;2;2;
5;HE-WI-REF-P9;Malva sylvestris;1;2;
5;HE-WI-REF-P9;Medicago sativa;2;2;
5;HE-WI-REF-P9;Mercurialis annua;1;2;
5;RLP-WIT-AFS-P1;Dianthus balbisii;0;3;
5;RLP-WIT-AFS-P1;Jacobaea vulgaris;1;3;
5;RLP-WIT-AFS-P1;Achillea millefolium;1;3;
5;RLP-WIT-AFS-P1;Aethusa cynapium;1;3;
5;RLP-WIT-AFS-P1;Berteroa incana;0;3;
5;RLP-WIT-AFS-P1;Buddleja davidii;1;3;
5;RLP-WIT-AFS-P1;Centaurea montana;0;3;
5;RLP-WIT-AFS-P1;Cirsium vulgare;0;3;
5;RLP-WIT-AFS-P1;Crepis capillaris;1;3;
5;RLP-WIT-AFS-P1;Daucus carota;2;3;
5;RLP-WIT-AFS-P1;Diasca cv.;0;3;
5;RLP-WIT-AFS-P1;Digitalis purpurea;0;3;
5;RLP-WIT-AFS-P1;Echium vulgare;2;3;
5;RLP-WIT-AFS-P1;Epilobium lanceolata;0;3;
5;RLP-WIT-AFS-P1;Erigeron annuus;1;3;
5;RLP-WIT-AFS-P1;Helianthus annuus;1;3;
5;RLP-WIT-AFS-P1;Helianthus maximiliani;1;3;
5;RLP-WIT-AFS-P1;Hypochaeris radicata;0;3;
5;RLP-WIT-AFS-P1;Hyssopus officinalis;1;3;
5;RLP-WIT-AFS-P1;Lactuca serriola;0;3;
5;RLP-WIT-AFS-P1;Lamium album;1;3;
5;RLP-WIT-AFS-P1;Lamium purpureum;1;3;
5;RLP-WIT-AFS-P1;Leontodon incanus;0;3;
5;RLP-WIT-AFS-P1;Leucanthemum vulgare;0;3;
5;RLP-WIT-AFS-P1;Linaria vulgaris;0;3;
5;RLP-WIT-AFS-P1;Linum grandiflorum;0;3;
5;RLP-WIT-AFS-P1;Mentha aquatica;1;3;
5;RLP-WIT-AFS-P1;Mentha arvensis;2;3;
5;RLP-WIT-AFS-P1;Phuopsis stylosa;1;3;
5;RLP-WIT-AFS-P1;Polemonium carneum;1;3;
5;RLP-WIT-AFS-P1;Picris hieracioides;1;3;
5;RLP-WIT-AFS-P1;Rosa spec. ;0;3;
5;RLP-WIT-AFS-P1;Rudbeckia fulgida;2;3;
5;RLP-WIT-AFS-P1;Salvia sclarea;1;3;
5;RLP-WIT-AFS-P1;Senecio spec. ;1;3;
5;RLP-WIT-AFS-P1;Silene dioica;0;3;
5;RLP-WIT-AFS-P1;Silene latifolia;1;3;
5;RLP-WIT-AFS-P1;Solanum lycopersicum;0;3;
5;RLP-WIT-AFS-P1;Sonchus oleraceus;1;3;
5;RLP-WIT-AFS-P1;Stachys byzantina;1;3;
5;RLP-WIT-AFS-P1;Symphyotrichum novae-angliae;1;3;
5;RLP-WIT-AFS-P1;Symphytum officinale;1;3;
5;RLP-WIT-AFS-P1;Tanacetum vulgare;1;3;
5;RLP-WIT-AFS-P1;Tithonia rotundifolia;0;3;
5;RLP-WIT-AFS-P1;Trifolium pratense;1;3;
5;RLP-WIT-AFS-P1;Trifolium repens;1;3;
5;RLP-WIT-AFS-P1;Tripleurospermum perforatum;1;3;
5;RLP-WIT-AFS-P1;Tropaeolum majus;0;3;
5;RLP-WIT-AFS-P1;Verbascum densiflorum;1;3;
5;RLP-WIT-AFS-P1;Verbascum nigrum;1;3;
5;RLP-WIT-AFS-P1;Verbena cv.;1;3;
5;RLP-WIT-AFS-P1;Vicia villosa;1;3;
5;RLP-WIT-AFS-P2;Cirsium arvense;1;2;
5;RLP-WIT-AFS-P2;Cirsium vulgare;1;2;
5;RLP-WIT-AFS-P2;Trifolium pratense;3;2;
5;RLP-WIT-AFS-P2;Trifolium repens;2;2;
5;RLP-WIT-AFS-P2;Vicia villosa;1;2;
5;RLP-WIT-AFS-P3;Jacobaea vulgaris;0;3;
5;RLP-WIT-AFS-P3;Achillea millefolium;1;3;
5;RLP-WIT-AFS-P3;Achillea millefolium;1;3;
5;RLP-WIT-AFS-P3;Aethusa cynapium;2;3;
5;RLP-WIT-AFS-P3;Centaurea jacea;0;3;
5;RLP-WIT-AFS-P3;Cirsium arvense;2;3;
5;RLP-WIT-AFS-P3;Anthemis tinctoria;0;3;
5;RLP-WIT-AFS-P3;Crepis capillaris;0;3;
5;RLP-WIT-AFS-P3;Daucus carota;0;3;
5;RLP-WIT-AFS-P3;Dianthus barbatus;0;3;
5;RLP-WIT-AFS-P3;Diascia cv.;0;3;
5;RLP-WIT-AFS-P3;Digitalis purpurea;0;3;
5;RLP-WIT-AFS-P3;Erigeron annuus;1;3;
5;RLP-WIT-AFS-P3;Fragaria ananassa;0;3;
5;RLP-WIT-AFS-P3;Helianthus maximiliani;1;3;
5;RLP-WIT-AFS-P3;Lactuca serriola;1;3;
5;RLP-WIT-AFS-P3;Lapsana communis;0;3;
5;RLP-WIT-AFS-P3;Lavandula angustifolia;1;3;
5;RLP-WIT-AFS-P3;Lycium barbarum;0;3;
5;RLP-WIT-AFS-P3;Melissa officinalis;1;3;
5;RLP-WIT-AFS-P3;Mentha arvensis;2;3;
5;RLP-WIT-AFS-P3;Persicaria maculosa;1;3;
5;RLP-WIT-AFS-P3;Physalis peruviana;0;3;
5;RLP-WIT-AFS-P3;Picris hieracioides;1;3;
5;RLP-WIT-AFS-P3;Silene latifolia;1;3;
5;RLP-WIT-AFS-P3;Solanum tuberosum;1;3;
5;RLP-WIT-AFS-P3;Sonchus asper;1;3;
5;RLP-WIT-AFS-P3;Symphyotrichum laeve;1;3;
5;RLP-WIT-AFS-P3;Tanacetum vulgare;1;3;
5;RLP-WIT-AFS-P3;Taraxacum sectio Ruderalia;0;3;
5;RLP-WIT-AFS-P3;Trifolium pratense;1;3;
5;RLP-WIT-AFS-P3;Trifolium repens;0;3;
5;RLP-WIT-AFS-P3;Tripleurospermum perforatum;1;3;
5;RLP-WIT-AFS-P3;Veronica persica;0;3;
5;RLP-WIT-AFS-P3;Vicia villosa;2;3;
5;RLP-WIT-AFS-P4;Plantago lanceolata;1;2;
5;RLP-WIT-AFS-P4;Silene latifolia;1;2;
5;RLP-WIT-AFS-P4;Trifolium pratense;3;2;
5;RLP-WIT-AFS-P4;Trifolium repens;2;2;
5;RLP-WIT-AFS-P4;Vicia villosa;1;2;
5;RLP-WIT-AFS-P5;Achillea millefolium;2;3;
5;RLP-WIT-AFS-P5;Aethusa cynapium;2;3;
5;RLP-WIT-AFS-P5;Allium fistulosum;1;2;
5;RLP-WIT-AFS-P5;Borago officinalis;1;3;
5;RLP-WIT-AFS-P5;Centaurea cyanus;1;3;
5;RLP-WIT-AFS-P5;Centaurea jacea;0;3;
5;RLP-WIT-AFS-P5;Chenopodium album;1;3;
5;RLP-WIT-AFS-P5;Cirsium arvense;1;3;
5;RLP-WIT-AFS-P5;Cirsium vulgare;1;3;
5;RLP-WIT-AFS-P5;Convolvulus arvensis;0;2;
5;RLP-WIT-AFS-P5;Cosmos sulphureus;0;3;
5;RLP-WIT-AFS-P5;Crepis capillaris;2;3;
5;RLP-WIT-AFS-P5;Cucurbita pepo;1;3;
5;RLP-WIT-AFS-P5;Daucus carota;1;3;
5;RLP-WIT-AFS-P5;Erigeron annuus;1;3;
5;RLP-WIT-AFS-P5;Fagopyrum esculentum;2;3;
5;RLP-WIT-AFS-P5;Fragaria ananassa;0;2;
5;RLP-WIT-AFS-P5;Galinsoga quadriradiata;0;3;
5;RLP-WIT-AFS-P5;Geranium pusillum;0;3;
5;RLP-WIT-AFS-P5;Glebionis segetum;0;3;
5;RLP-WIT-AFS-P5;Lactuca serriola;0;3;
5;RLP-WIT-AFS-P5;Lupinus polyphyllus;1;3;
5;RLP-WIT-AFS-P5;Malva sylvestris;1;3;
5;RLP-WIT-AFS-P5;Mentha arvensis;1;3;
5;RLP-WIT-AFS-P5;Papaver rhoeas;0;3;
5;RLP-WIT-AFS-P5;Petunia atkinsiana;0;3;
5;RLP-WIT-AFS-P5;Phacelia tanacetifolia;1;3;
5;RLP-WIT-AFS-P5;Picris hieracioides;1;3;
5;RLP-WIT-AFS-P5;Polemonium caeruleum;1;3;
5;RLP-WIT-AFS-P5;Raphanus sativus;1;3;
5;RLP-WIT-AFS-P5;Rudbeckia hirta;0;3;
5;RLP-WIT-AFS-P5;Rumex obtusifolius;0;3;
5;RLP-WIT-AFS-P5;Silene latifolia;1;3;
5;RLP-WIT-AFS-P5;Sinapis alba;1;3;
5;RLP-WIT-AFS-P5;Solidago canadensis;2;3;
5;RLP-WIT-AFS-P5;Sonchus asper;1;3;
5;RLP-WIT-AFS-P5;Tanacetum vulgare;0;3;
5;RLP-WIT-AFS-P5;Trifolium hybridum;1;3;
5;RLP-WIT-AFS-P5;Trifolium incarnatum;2;3;
5;RLP-WIT-AFS-P5;Trifolium pratense;1;2;
5;RLP-WIT-AFS-P5;Trifolium repens;1;2;
5;RLP-WIT-AFS-P5;Tripleurospermum perforatum;1;3;
5;RLP-WIT-AFS-P5;Vicia villosa;2;3;
5;RLP-WIT-AFS-P5;Zinnaria elegans;0;3;
5;RLP-WIT-AFS-P6;Cirsium arvense;1;1;
5;RLP-WIT-AFS-P6;Crepis capillaris;0;1;
5;RLP-WIT-AFS-P6;Trifolium hybridum;1;1;
5;RLP-WIT-AFS-P6;Trifolium pratense;3;1;
5;RLP-WIT-AFS-P6;Vicia villosa;1;1;
5;RLP-WIT-REF-P10;Crepis capillaris;1;1;
5;RLP-WIT-REF-P10;Daucus carota;3;1;
5;RLP-WIT-REF-P10;Plantago lanceolata;2;1;
5;RLP-WIT-REF-P10;Trifolium pratense;1;1;
5;RLP-WIT-REF-P10;Tripleurospermum perforatum;1;1;
5;RLP-WIT-REF-P11;Crepis capillaris;1;1;
5;RLP-WIT-REF-P11;Daucus carota;1;1;
5;RLP-WIT-REF-P11;Plantago lanceolata;3;1;
5;RLP-WIT-REF-P11;Trifolium pratense;0;1;
5;RLP-WIT-REF-P11;Trifolium repens;1;1;
5;RLP-WIT-REF-P11;Tripleurospermum perforatum;0;1;
5;RLP-WIT-REF-P12;Daucus carota;2;0;
5;RLP-WIT-REF-P12;Hypochaeris radicata;1;0;
5;RLP-WIT-REF-P12;Plantago lanceolata;2;0;
5;RLP-WIT-REF-P12;Trifolium pratense;1;0;
5;RLP-WIT-REF-P12;Trifolium repens;2;0;
5;RLP-WIT-REF-P12;Tripleurospermum perforatum;2;0;
5;RLP-WIT-REF-P7;Convolvulus arvensis;1;1;
5;RLP-WIT-REF-P7;Crepis capillaris;1;1;
5;RLP-WIT-REF-P7;Daucus carota;1;1;
5;RLP-WIT-REF-P7;Plantago lanceolata;3;1;
5;RLP-WIT-REF-P7;Scorzoneroides autumnalis;1;1;
5;RLP-WIT-REF-P7;Trifolium pratense;0;1;
5;RLP-WIT-REF-P8;Convolvulus arvensis;0;1;
5;RLP-WIT-REF-P8;Crepis capillaris;1;1;
5;RLP-WIT-REF-P8;Daucus carota;3;1;
5;RLP-WIT-REF-P8;Hypochaeris radicata;0;1;
5;RLP-WIT-REF-P8;Plantago lanceolata;3;1;
5;RLP-WIT-REF-P8;Trifolium repens;0;1;
5;RLP-WIT-REF-P9;Anagallis arvensis;0;1;
5;RLP-WIT-REF-P9;Crepis capillaris;2;1;
5;RLP-WIT-REF-P9;Daucus carota;2;1;
5;RLP-WIT-REF-P9;Plantago lanceolata;3;1;
5;RLP-WIT-REF-P9;Scorzoneroides autumnalis;1;1;
5;RLP-WIT-REF-P9;Trifolium pratense;0;1;
5;RLP-WIT-REF-P9;Trifolium repens;1;1;
